iter	RMSE
285	0.02256730413
286	0.02256705861
287	0.02256705844
288	0.02256705828
289	0.02256703328
290	0.02256077791
291	0.02256077102
292	0.02256042386
293	0.02255463611
294	0.02255430722
295	0.02255364517
296	0.02255119804
297	0.02255119788
298	0.02255117975
299	0.02254741329
300	0.02254248693
301	0.02254032531
302	0.02253748323
303	0.02253298476
304	0.02253295424
305	0.02252875478
306	0.02252621833
307	0.02252261057
308	0.02252256129
309	0.02252025591
310	0.02251532855
311	0.02251530217
312	0.02251148104
313	0.02251060215
314	0.02250603045
315	0.02250292164
316	0.02249794006
317	0.02249588847
318	0.02249424528
319	0.0224921479
320	0.02249211772
321	0.0224920861
322	0.02249003343
323	0.02249001241
324	0.02248632289
325	0.02248189264
326	0.0224789167
327	0.02247888774
328	0.02247799067
329	0.02247213695
330	0.02246788297
331	0.02246785667
332	0.02246775844
333	0.02246773136
334	0.02246444228
335	0.02246037292
336	0.02245877745
337	0.02245875221
338	0.02245482304
339	0.02245479941
340	0.02245303534
341	0.022451027
342	0.02245100435
343	0.02244814276
344	0.02244752623
345	0.0224464223
346	0.02244640052
347	0.02244440825
348	0.0224405962
349	0.02243842862
350	0.02243712321
351	0.0224349725
352	0.02243495276
353	0.02243461724
354	0.02243203467
355	0.02243202391
356	0.02243164252
357	0.02243103644
358	0.0224299732
359	0.02242718799
360	0.02242682739
361	0.02242382078
362	0.02242142733
363	0.02241843999
364	0.0224117886
365	0.02240925089
366	0.02240836283
367	0.02240835326
368	0.0224082636
369	0.02240589377
370	0.02240238125
371	0.02240154668
372	0.02240152494
373	0.0224015079
374	0.02239899347
375	0.02239546083
376	0.02239484571
377	0.02239248851
378	0.02239230948
379	0.02239229425
380	0.02238986876
381	0.02238985422
382	0.02238984032
383	0.02238982749
384	0.02238885362
385	0.02238884047
386	0.02238664804
387	0.02238661074
388	0.02238433969
389	0.02238387688
390	0.02238380877
391	0.02238259298
392	0.02238255848
393	0.02238066517
394	0.02238058391
395	0.02237485154
396	0.02237425207
397	0.02237416308
398	0.02237415041
399	0.02237413828
400	0.0223740664
401	0.0223740548
402	0.02237348154
403	0.02237299492
404	0.02237298356
405	0.0223729515
406	0.02237068099
407	0.02236893885
408	0.02236892779
409	0.0223688459
410	0.0223688061
411	0.0223688052
412	0.02236817164
413	0.02236809764
414	0.02236533528
415	0.02235947708
416	0.02235674139
417	0.02235667322
418	0.02235624864
419	0.02235623831
420	0.02235531931
421	0.02235530238
422	0.0223545301
423	0.02235409417
424	0.02235356902
425	0.02235064968
426	0.022350251
427	0.02234928856
428	0.02234877621
429	0.02234630638
430	0.02234547152
431	0.02234533132
432	0.02234370043
433	0.0223436938
434	0.02234365442
435	0.02234188623
436	0.02234149333
437	0.02234099457
438	0.02234093904
439	0.02233863271
440	0.02233856995
441	0.02233365627
442	0.02233202124
443	0.02233196638
444	0.02233185074
445	0.02233106977
446	0.02233058269
447	0.02233043041
448	0.02232835369
449	0.02232829543
450	0.022325947
451	0.0223231423
452	0.02232206713
453	0.02232157642
454	0.02232150834
455	0.02232103145
456	0.02231960511
457	0.02231815381
458	0.02231562705
459	0.02231526171
460	0.02231423897
461	0.0223117181
462	0.02230899664
463	0.0223066995
464	0.02230507597
465	0.02230499015
466	0.02230282283
467	0.02230142397
468	0.02230032687
469	0.02229701519
470	0.02229598864
471	0.02229480579
472	0.02229465806
473	0.02229460264
474	0.02229406317
475	0.02229390451
476	0.02229384253
477	0.02229307574
478	0.02229033347
479	0.02228999614
480	0.02228741862
481	0.02228202886
482	0.02227999029
483	0.0222791896
484	0.02227887171
485	0.02227815526
486	0.02227801468
487	0.02227638828
488	0.02227633731
489	0.0222747719
490	0.0222747251
491	0.02227329342
492	0.02227271418
493	0.0222705406
494	0.02226904626
495	0.02226804047
496	0.02226748198
497	0.02226681467
498	0.02226675133
499	0.02226431916
